SF_ID,OTHER_ID,SF_NAME,SF_TYPE_CD,SF_TYPE,SF_STATUS_CD,SF_STATUS,SF_PRIORITY_CD,SF_PRIORITY,SF_PROBLEM_CODE,SF_PROBLEM_CODE_DESCRIPTION,HEIGHT_FT,VOLUME_CY,FLOW_GPM,KEYWORDS,SHAPEAREA,SHAPELEN,OBJECTID
806516,0001-09,0001-09,RFSPL,Refuse Pile,COM,Reclamation Complete,3,Environmental Impact,41,41 Refuse Pile,15,21500,,GO,20901.94694223,641.896477381838,11011280
806517,0001-10,0001-10,SUB,Subsidence Area,ABAND,Abandoned,UNDET,Priority has not been determined,08,08 Subsidence Prone Area,3,0,,SP,31566.915310495,695.244596959025,11011281
806518,0001-11,0001-11,SUB,Subsidence Area,COM,Reclamation Complete,2,Health or Safety Impact,08,08 Subsidence Prone Area,10,0,,S,10577.649363445,377.472038151399,11011282
806519,0001-12,0001-12,SUB,Subsidence Area,COM,Reclamation Complete,2,Health or Safety Impact,08,08 Subsidence Prone Area,10,0,,S,8858.456939665,361.846834797385,11011283
806520,0002-01,0002-01,ACSM,Coal Surface Mine,COM,Reclamation Complete,2,Health or Safety Impact,20,20 Dry Strip Mine,40,0,,DH,56539.193337245,1282.19792799218,11011284
806524,0002-05,0002-05,ACSM,Coal Surface Mine,ABAND,Abandoned,3,Environmental Impact,20,20 Dry Strip Mine,0,0,,SA,128373.956159005,3150.37903014622,11011285
806527,0002-08,0002-08,ACSM,Coal Surface Mine,ABAND,Abandoned,3,Environmental Impact,20,20 Dry Strip Mine,0,0,,SA,143217.93032359,1497.35732054175,11011286
806530,0003-01,0003-01,ACSM,Coal Surface Mine,COM,Reclamation Complete,2,Health or Safety Impact,20,20 Dry Strip Mine,40,129000,,DH,40416.185008155,1110.22770035875,11011287
806531,0004-01,0004-01,ACSM,Coal Surface Mine,ABAND,Abandoned,3,Environmental Impact,20,20 Dry Strip Mine,40,130000,,,35125.895379085,1140.04641573997,11011288
806532,0004-02,0004-02,ACSM,Coal Surface Mine,ABAND,Abandoned,3,Environmental Impact,20,20 Dry Strip Mine,60,200000,,,30807.162296265,1154.48765250544,11011289
806533,0004-03,0004-03,ACSM,Coal Surface Mine,COM,Reclamation Complete,2,Health or Safety Impact,20,20 Dry Strip Mine,40,200000,,DH,43300.951470165,1727.33000707865,11011290
806534,0004-04,0004-04,ACSM,Coal Surface Mine,COM,Reclamation Complete,2,Health or Safety Impact,20,20 Dry Strip Mine,60,130000,,DH,21710.71598484,828.398277204136,11011291
806535,0004-05,0004-05,ACSM,Coal Surface Mine,ABAND,Abandoned,2,Health or Safety Impact,20,20 Dry Strip Mine,50,300000,,DH,65431.7071303,1833.4090414383,11011292
806536,0004-06,0004-06,ACSM,Coal Surface Mine,COM,Reclamation Complete,2,Health or Safety Impact,20,20 Dry Strip Mine,30,30000,,DH,10586.79288791,446.825469523578,11011293
806537,0004-07,0004-07,SPOIL,Spoil Area,COM,Reclamation Complete,3,Environmental Impact,22,22 Spoil Pile,20,300000,,SA,225738.66892582,2556.53366275384,11011294
806538,0004-08,0004-08,ACSM,Coal Surface Mine,COM,Reclamation Complete,2,Health or Safety Impact,20,20 Dry Strip Mine,60,350000,,DH,72754.617391885,2543.20080651138,11011567
806539,0005-01,0005-01,ACSM,Coal Surface Mine,ABAND,Abandoned,2,Health or Safety Impact,21,21 Flooded Strip Mine,15,94000,,HWB,31336.673203835,898.751044063349,11011568
806540,0005-02,0005-02,ACSM,Coal Surface Mine,ABAND,Abandoned,2,Health or Safety Impact,21,21 Flooded Strip Mine,15,0,,HWB,247767.417561235,4181.38428012094,11011569
806541,0005-03,0005-03,ACSM,Coal Surface Mine,ABAND,Abandoned,2,Health or Safety Impact,21,21 Flooded Strip Mine,15,0,,HWB,86204.97787649,1517.86413686593,11011570
806542,0005-04,0005-04,ACSM,Coal Surface Mine,ABAND,Abandoned,2,Health or Safety Impact,20,20 Dry Strip Mine,10,468000,,DPE,700037.39385186,7539.41690597199,11011571
806543,0006-01,0006-01,ACSM,Coal Surface Mine,ABAND,Abandoned,3,Environmental Impact,20,20 Dry Strip Mine,25,27000,,,10619.64923428,569.760364711242,11011572
806544,0006-02,0006-02,ACSM,Coal Surface Mine,ABAND,Abandoned,3,Environmental Impact,20,20 Dry Strip Mine,20,32000,,,15793.69765013,713.770757217513,11011573
806546,0007-02,0007-02,ACSM,Coal Surface Mine,ABAND,Abandoned,3,Environmental Impact,20,20 Dry Strip Mine,20,20000,,,12152.73645542,512.421782286564,11011574
806547,0007-03,0007-03,RFSPL,Refuse Pile,ABAND,Abandoned,3,Environmental Impact,41,41 Refuse Pile,5,19279,,,29506.864411775,763.30422699324,11011575
806552,0008-01,0008-01,ACSM,Coal Surface Mine,ABAND,Abandoned,3,Environmental Impact,20,20 Dry Strip Mine,40,129000,,,49333.55390114,958.658176224179,11011576
806556,0010-01,0010-01,ACSM,Coal Surface Mine,ABAND,Abandoned,3,Environmental Impact,21,21 Flooded Strip Mine,20,0,,,11291.816097525,515.66228264025,11011577
806557,0010-02,0010-02,SPOIL,Spoil Area,ABAND,Abandoned,3,Environmental Impact,22,22 Spoil Pile,15,8000,,,6395.489481445,402.176214252072,11011578
806558,0010-03,0010-03,ACSM,Coal Surface Mine,ABAND,Abandoned,3,Environmental Impact,20,20 Dry Strip Mine,35,56000,,,21860.148387355,994.341519112559,11011579
806559,0010-04,0010-04,SPOIL,Spoil Area,ABAND,Abandoned,3,Environmental Impact,22,22 Spoil Pile,25,54000,,,37958.03060987,1327.07234374673,11011580
806560,0010-05,0010-05,ACSM,Coal Surface Mine,ABAND,Abandoned,3,Environmental Impact,21,21 Flooded Strip Mine,20,0,,,12633.184980985,664.34544167758,11011581
806561,0011-01,0011-01,ACDM,Coal Deep Mine,ABAND,Abandoned,3,Environmental Impact,50,50 Underground Mine Fire,0,0,,,22852.71116531,625.254590744641,11011582
806562,0012-01,0012-01,ACSM,Coal Surface Mine,COM,Reclamation Complete,2,Health or Safety Impact,21,21 Flooded Strip Mine,0,0,,HWB,42456.914451055,967.472387989184,11011583
806563,0012-02,0012-02,ACSM,Coal Surface Mine,COM,Reclamation Complete,3,Environmental Impact,20,20 Dry Strip Mine,0,0,,SA,24498.173972255,976.403246224607,11011584
806564,0012-03,0012-03,ACSM,Coal Surface Mine,COM,Reclamation Complete,2,Health or Safety Impact,21,21 Flooded Strip Mine,0,0,,HWB,15327.566164385,780.104996118557,11011585
806565,0012-04,0012-04,ACSM,Coal Surface Mine,COM,Reclamation Complete,3,Environmental Impact,20,20 Dry Strip Mine,0,0,,SA,20275.600610495,874.046841299539,11011586
806566,0012-05,0012-05,ACSM,Coal Surface Mine,COM,Reclamation Complete,3,Environmental Impact,21,21 Flooded Strip Mine,0,0,,PI,8971.83129199,355.918793398883,11011587
806567,0012-06,0012-06,ACSM,Coal Surface Mine,COM,Reclamation Complete,3,Environmental Impact,21,21 Flooded Strip Mine,0,0,,PI,6376.18448533,336.072290234869,11011588
806568,0012-07,0012-07,ACSM,Coal Surface Mine,COM,Reclamation Complete,3,Environmental Impact,21,21 Flooded Strip Mine,0,0,,PI,14446.148912135,458.348574739979,11011589
806569,0012-08,0012-08,ACSM,Coal Surface Mine,COM,Reclamation Complete,2,Health or Safety Impact,20,20 Dry Strip Mine,0,0,,DH,3478.641843,253.482115142097,11011590
806570,0012-09,0012-09,ACSM,Coal Surface Mine,COM,Reclamation Complete,3,Environmental Impact,21,21 Flooded Strip Mine,0,0,,PI,4119.1764812,278.148902181279,11011591
806571,0012-10,0012-10,ACSM,Coal Surface Mine,COM,Reclamation Complete,3,Environmental Impact,20,20 Dry Strip Mine,0,0,,PI,7592.32323174,357.92006039165,11011592
806572,0012-11,0012-11,ACSM,Coal Surface Mine,COM,Reclamation Complete,3,Environmental Impact,20,20 Dry Strip Mine,0,0,,PI,4143.02000318,252.476727933819,11011593
806573,0012-12,0012-12,ACSM,Coal Surface Mine,COM,Reclamation Complete,3,Environmental Impact,20,20 Dry Strip Mine,0,0,,PI,4397.71301614,264.484538254149,11011594
806574,0012-13,0012-13,ACSM,Coal Surface Mine,COM,Reclamation Complete,3,Environmental Impact,20,20 Dry Strip Mine,0,0,,SA,125431.281728615,2343.6412119028,11011595
806575,0012-14,0012-14,ACSM,Coal Surface Mine,ABAND,Abandoned,UNDET,Priority has not been determined,20,20 Dry Strip Mine,0,0,,,6839.02252487,316.709163854617,11011596
806576,0012-15,0012-15,ACSM,Coal Surface Mine,ABAND,Abandoned,UNDET,Priority has not been determined,20,20 Dry Strip Mine,0,0,,,20558.94661281,536.689358158574,11011597
806577,0012-16,0012-16,ACSM,Coal Surface Mine,ABAND,Abandoned,UNDET,Priority has not been determined,20,20 Dry Strip Mine,0,0,,,10568.21336058,503.479860826258,11011598
806578,0012-17,0012-17,ACSM,Coal Surface Mine,COM,Reclamation Complete,3,Environmental Impact,20,20 Dry Strip Mine,0,0,,PI,9521.41468742,382.193347642882,11011599
806579,0012-18,0012-18,ACSM,Coal Surface Mine,COM,Reclamation Complete,3,Environmental Impact,20,20 Dry Strip Mine,0,0,,PI,5077.226406645,299.71759852243,11011600
806580,0012-19,0012-19,ACSM,Coal Surface Mine,COM,Reclamation Complete,2,Health or Safety Impact,21,21 Flooded Strip Mine,0,0,,HWB,12324.64761973,588.63687209371,11011601
806581,0012-20,0012-20,ACSM,Coal Surface Mine,COM,Reclamation Complete,3,Environmental Impact,21,21 Flooded Strip Mine,0,0,,PI,9541.710310755,468.01965490275,11011602
806582,0012-21,0012-21,ACSM,Coal Surface Mine,COM,Reclamation Complete,2,Health or Safety Impact,21,21 Flooded Strip Mine,0,0,,HWB,12499.56794641,509.765471043478,11011603
806583,0012-22,0012-22,ACSM,Coal Surface Mine,COM,Reclamation Complete,3,Environmental Impact,20,20 Dry Strip Mine,0,0,,SA,252910.75758629,3429.75301086007,11011604
806584,0012-23,0012-23,SPOIL,Spoil Area,ABAND,Abandoned,UNDET,Priority has not been determined,22,22 Spoil Pile,0,0,,,17903.33942932,684.699681750165,11011605
806585,0012-24,0012-24,SPOIL,Spoil Area,ABAND,Abandoned,UNDET,Priority has not been determined,22,22 Spoil Pile,0,0,,,13250.676460285,475.167637286671,11011606
806588,0015-01,0015-01,SUB,Subsidence Area,ABAND,Abandoned,3,Environmental Impact,08,08 Subsidence Prone Area,0,0,,,25867.96565273,588.594266548922,11011607
806596,0017-06,0017-06,ACSM,Coal Surface Mine,ABAND,Abandoned,3,Environmental Impact,20,20 Dry Strip Mine,40,107500,,,42296.37284742,1885.05113458531,11011608
806597,0017-07,0017-07,ACSM,Coal Surface Mine,ABAND,Abandoned,3,Environmental Impact,20,20 Dry Strip Mine,40,193600,,,56087.90163002,2683.20942980527,11011609
806598,0018-01,0018-01,ACSM,Coal Surface Mine,ABAND,Abandoned,3,Environmental Impact,21,21 Flooded Strip Mine,30,81000,,,38506.874825205,1183.07002596426,11011610
806599,0018-02,0018-02,SPOIL,Spoil Area,ABAND,Abandoned,3,Environmental Impact,22,22 Spoil Pile,10,54000,,,99573.495170805,1711.13589100485,11011611
806600,0018-03,0018-03,ACSM,Coal Surface Mine,ABAND,Abandoned,3,Environmental Impact,21,21 Flooded Strip Mine,20,75000,,,61520.927597075,1406.20381661314,11011612
806601,0018-04,0018-04,ACSM,Coal Surface Mine,ABAND,Abandoned,3,Environmental Impact,20,20 Dry Strip Mine,20,22000,,,13293.21999826,452.799518615154,11011613
806603,0019-01,0019-01,ACSM,Coal Surface Mine,ABAND,Abandoned,3,Environmental Impact,20,20 Dry Strip Mine,50,81000,,,29552.12252269,702.339415228127,11011614
806604,0019-02,0019-02,SPOIL,Spoil Area,ABAND,Abandoned,3,Environmental Impact,22,22 Spoil Pile,10,27000,,,44111.59193458,944.931469082263,11011615
806605,0019-03,0019-03,ACSM,Coal Surface Mine,ABAND,Abandoned,3,Environmental Impact,20,20 Dry Strip Mine,20,22000,,,10746.858965305,538.312385580439,11011616
806606,0019-04,0019-04,SPOIL,Spoil Area,ABAND,Abandoned,3,Environmental Impact,22,22 Spoil Pile,15,24000,,,18458.83265993,683.358898929389,11011617
806607,0019-05,0019-05,ACSM,Coal Surface Mine,ABAND,Abandoned,3,Environmental Impact,20,20 Dry Strip Mine,25,27000,,,8137.50509141,352.773168439501,11011618
806608,0019-06,0019-06,SPOIL,Spoil Area,ABAND,Abandoned,3,Environmental Impact,22,22 Spoil Pile,15,8000,,,6754.91282441,353.053519986764,11011619
806610,0020-02,0020-02,ACSM,Coal Surface Mine,ABAND,Abandoned,2,Health or Safety Impact,20,20 Dry Strip Mine,50,21500,,DH,8102.35703852,488.551627711455,11011620
806611,0020-03,0020-03,ACSM,Coal Surface Mine,ABAND,Abandoned,2,Health or Safety Impact,20,20 Dry Strip Mine,50,86000,,DH,21727.733940355,781.985142131277,11011621
806612,0020-04,0020-04,ACSM,Coal Surface Mine,ABAND,Abandoned,3,Environmental Impact,20,20 Dry Strip Mine,20,53700,,,26267.6670834,1224.56094750734,11011622
806613,0021-01,0021-01,ACSM,Coal Surface Mine,ABAND,Abandoned,1,Extreme Health or Safety Impact,21,21 Flooded Strip Mine,40,50000,,HWB,29259.639648275,1221.54379977511,11011623
806614,0021-02,0021-02,ACSM,Coal Surface Mine,ABAND,Abandoned,2,Health or Safety Impact,21,21 Flooded Strip Mine,10,5000,,IRW,2788.953961995,209.304093579773,11011624
806615,0021-03,0021-03,ACSM,Coal Surface Mine,ABAND,Abandoned,3,Environmental Impact,21,21 Flooded Strip Mine,20,0,,PI,9946.727416445,379.284798704089,11011625
806616,0021-04,0021-04,ACSM,Coal Surface Mine,ABAND,Abandoned,3,Environmental Impact,21,21 Flooded Strip Mine,20,11000,,PI,8413.546010815,487.626716987111,11011626
806617,0021-05,0021-05,ACSM,Coal Surface Mine,ABAND,Abandoned,3,Environmental Impact,20,20 Dry Strip Mine,35,40000,,SA,33741.59309973,956.026108853774,11011627
806621,0023-01,0023-01,SPOIL,Spoil Area,COM,Reclamation Complete,3,Environmental Impact,22,22 Spoil Pile,40,215000,,SA,75936.702450655,1642.57427695555,11011628
806624,0024-01,0024-01,ACSM,Coal Surface Mine,COM,Reclamation Complete,2,Health or Safety Impact,21,21 Flooded Strip Mine,25,169000,,DH,57337.623652925,1022.37144922633,11011629
806625,0024-02,0024-02,ACSM,Coal Surface Mine,COM,Reclamation Complete,2,Health or Safety Impact,21,21 Flooded Strip Mine,40,27000,,DH,15097.345324215,543.882823031618,11011630
806626,0024-03,0024-03,ACSM,Coal Surface Mine,COM,Reclamation Complete,3,Environmental Impact,20,20 Dry Strip Mine,20,43000,,SA,28312.23359041,1116.9944962902,11011631
806627,0024-04,0024-04,ACSM,Coal Surface Mine,COM,Reclamation Complete,3,Environmental Impact,20,20 Dry Strip Mine,25,175000,,SA,78898.941468265,1455.22670465383,11011632
806628,0024-05,0024-05,ACSM,Coal Surface Mine,ABAND,Abandoned,2,Health or Safety Impact,20,20 Dry Strip Mine,25,54000,,DH,28791.1529646,1477.12312000978,11011633
806629,0024-06,0024-06,ACSM,Coal Surface Mine,ABAND,Abandoned,3,Environmental Impact,20,20 Dry Strip Mine,20,43000,,SA,29344.583485875,1507.52924880203,11011634
806630,0024-07,0024-07,ACSM,Coal Surface Mine,COM,Reclamation Complete,3,Environmental Impact,21,21 Flooded Strip Mine,15,22000,,PI,16221.221734165,546.875631814705,11011635
806631,0024-08,0024-08,ACSM,Coal Surface Mine,COM,Reclamation Complete,3,Environmental Impact,20,20 Dry Strip Mine,15,40000,,SA,35423.864187865,977.404692215222,11011636
806632,0024-09,0024-09,STBSN,Settling Basin,COM,Reclamation Complete,3,Environmental Impact,64,64 Coal Processing Settling Basin,0,0,,O,2762.33004173,202.644565834936,11011637
806633,0024-10,0024-10,STBSN,Settling Basin,COM,Reclamation Complete,3,Environmental Impact,64,64 Coal Processing Settling Basin,0,0,,O,4556.70001232,278.88093410467,11011638
806634,0024-11,0024-11,ACSM,Coal Surface Mine,COM,Reclamation Complete,2,Health or Safety Impact,20,20 Dry Strip Mine,0,0,,IRW,7849.6374725,331.649593010631,11011639
806635,0025-01,0025-01,SUB,Subsidence Area,ABAND,Abandoned,3,Environmental Impact,08,08 Subsidence Prone Area,0,0,,,9820.255269785,391.358332777124,11011640
806637,0027-01,0027-01,ACDM,Coal Deep Mine,COM,Reclamation Complete,2,Health or Safety Impact,50,50 Underground Mine Fire,0,0,,UMF,81393.37678801,1892.32027447086,11011641
806638,0027-02,0027-02,SUB,Subsidence Area,COM,Reclamation Complete,2,Health or Safety Impact,08,08 Subsidence Prone Area,0,0,,S,158625.472019945,1518.78953422719,11011642
806639,0028-01,0028-01,SUB,Subsidence Area,ABAND,Abandoned,2,Health or Safety Impact,08,08 Subsidence Prone Area,0,0,,"S, DS",9047.739565725,341.803008002903,11011643
806644,0030-01,0030-01,ACSM,Coal Surface Mine,ABAND,Abandoned,2,Health or Safety Impact,20,20 Dry Strip Mine,25,27000,,DH,18166.2957787,519.867105569429,11011644
806645,0030-02,0030-02,ACSM,Coal Surface Mine,ABAND,Abandoned,2,Health or Safety Impact,20,20 Dry Strip Mine,30,32000,,DH,17344.0654337,1146.81878454456,11011645
806646,0030-03,0030-03,ACSM,Coal Surface Mine,ABAND,Abandoned,2,Health or Safety Impact,20,20 Dry Strip Mine,25,54000,,DH,33014.174822025,1834.09340961081,11011646
806647,0030-04,0030-04,SPOIL,Spoil Area,ABAND,Abandoned,3,Environmental Impact,22,22 Spoil Pile,20,43000,,,36520.1811784,1525.63213791878,11011647
806648,0030-05,0030-05,SPOIL,Spoil Area,ABAND,Abandoned,3,Environmental Impact,22,22 Spoil Pile,15,40000,,,30811.44030745,1798.4686313515,11011648
806650,0030-07,0030-07,RFSPL,Refuse Pile,ABAND,Abandoned,2,Health or Safety Impact,41,41 Refuse Pile,50,350000,,DPE,95088.27081463,1514.8456466571,11011649
806651,0031-01,0031-01,ACDM,Coal Deep Mine,ABAND,Abandoned,2,Health or Safety Impact,50,50 Underground Mine Fire,0,0,,UMF,25803.970406445,715.642627247512,11011650
806652,0031-02,0031-02,ACDM,Coal Deep Mine,ABAND,Abandoned,UNDET,Priority has not been determined,50,50 Underground Mine Fire,,,,UMF,44919.84584765,953.832298450887,11011651
806653,0032-01,0032-01,SUB,Subsidence Area,ABAND,Abandoned,3,Environmental Impact,08,08 Subsidence Prone Area,0,0,,,8908.510820385,373.358359511034,11011652
806658,0035-01,0035-01,ACDM,Coal Deep Mine,ABAND,Abandoned,2,Health or Safety Impact,50,50 Underground Mine Fire,0,0,,UMF,27268.066474575,763.802274060891,11011653
806659,0036-01,0036-01,ACDM,Coal Deep Mine,ABAND,Abandoned,3,Environmental Impact,50,50 Underground Mine Fire,0,0,,,112156.875335755,2163.59791109476,11011654
806668,0038-01,0038-01,SUB,Subsidence Area,ABAND,Abandoned,3,Environmental Impact,53,53 Suspected Subsidence Prone Area,0,0,,,5262.65427977,296.229243016656,11011655
806669,0040-01,0040-01,SUB,Subsidence Area,ABAND,Abandoned,3,Environmental Impact,08,08 Subsidence Prone Area,10,0,,,33699.23223814,672.089595263564,11011656
806673,0041-04,0041-04,RFSPL,Refuse Pile,COM,Reclamation Complete,3,Environmental Impact,41,41 Refuse Pile,0,0,,GO,33044.49587918,689.041051326415,11011657
806676,0042-03,0042-03,RFSPL,Refuse Pile,COM,Reclamation Complete,3,Environmental Impact,41,41 Refuse Pile,30,30000,,GO,9962.375731515,463.82550357066,11011658
806679,0043-01,0043-01,ACSM,Coal Surface Mine,ABAND,Abandoned,3,Environmental Impact,20,20 Dry Strip Mine,20,22000,,,9332.950774055,581.642528401901,11011659
806680,0044-01,0044-01,ACSM,Coal Surface Mine,ABAND,Abandoned,2,Health or Safety Impact,20,20 Dry Strip Mine,30,113000,,DH,50806.49798545,1703.93359713455,11011660
806681,0044-02,0044-02,ACSM,Coal Surface Mine,ABAND,Abandoned,3,Environmental Impact,20,20 Dry Strip Mine,20,32000,,SA,20175.83841968,677.174234606989,11011661
806682,0044-03,0044-03,ACSM,Coal Surface Mine,ABAND,Abandoned,3,Environmental Impact,20,20 Dry Strip Mine,30,65000,,,17066.837556175,662.427061805398,11011662
806683,0044-04,0044-04,SPOIL,Spoil Area,ABAND,Abandoned,3,Environmental Impact,22,22 Spoil Pile,20,107000,,,62852.1054844,1708.86359632099,11011663
806685,0046-01,0046-01,SUB,Subsidence Area,COM,Reclamation Complete,2,Health or Safety Impact,08,08 Subsidence Prone Area,3,0,,"VO, S",13769.15476651,426.884870120987,11011664
806687,0048-01,0048-01,ACSM,Coal Surface Mine,ABAND,Abandoned,3,Environmental Impact,20,20 Dry Strip Mine,30,32000,,,20791.14615555,924.761563205895,11011665
806688,0048-02,0048-02,SPOIL,Spoil Area,ABAND,Abandoned,3,Environmental Impact,22,22 Spoil Pile,25,67000,,,32788.266625675,919.34893014178,11011666
806693,0048-07,0048-07,ACSM,Coal Surface Mine,ABAND,Abandoned,3,Environmental Impact,20,20 Dry Strip Mine,25,27000,,,9034.929137415,539.865998034517,11011667
806694,0048-08,0048-08,SPOIL,Spoil Area,ABAND,Abandoned,3,Environmental Impact,22,22 Spoil Pile,15,16000,,,12238.26442514,628.559564293949,11011668
806695,0048-09,0048-09,ACSM,Coal Surface Mine,ABAND,Abandoned,3,Environmental Impact,20,20 Dry Strip Mine,25,54000,,,28007.038798405,882.969377606967,11011669
806696,0048-10,0048-10,ACSM,Coal Surface Mine,ABAND,Abandoned,3,Environmental Impact,20,20 Dry Strip Mine,30,32000,,,26892.63556027,1038.02324020615,11011670
806697,0048-11,0048-11,SPOIL,Spoil Area,ABAND,Abandoned,3,Environmental Impact,22,22 Spoil Pile,15,40000,,,24388.828728465,1071.35593767703,11011671
806698,0049-01,0049-01,ACSM,Coal Surface Mine,ABAND,Abandoned,3,Environmental Impact,21,21 Flooded Strip Mine,30,32000,,,11879.241975175,650.985055064897,11011672
806699,0049-02,0049-02,SPOIL,Spoil Area,ABAND,Abandoned,3,Environmental Impact,22,22 Spoil Pile,20,22000,,,8314.200232675,500.350861587476,11011673
806700,0049-03,0049-03,ACSM,Coal Surface Mine,ABAND,Abandoned,3,Environmental Impact,21,21 Flooded Strip Mine,20,0,,,10783.473059135,690.465809820016,11011674
806701,0049-04,0049-04,SPOIL,Spoil Area,ABAND,Abandoned,3,Environmental Impact,22,22 Spoil Pile,15,16000,,,15021.175755305,766.314464113116,11011675
806702,0049-05,0049-05,ACSM,Coal Surface Mine,ABAND,Abandoned,3,Environmental Impact,20,20 Dry Strip Mine,30,48000,,,15411.113130415,651.373515367691,11011676
806703,0049-06,0049-06,SPOIL,Spoil Area,ABAND,Abandoned,3,Environmental Impact,22,22 Spoil Pile,25,27000,,,9489.36316133,500.669519400191,11011677
806704,0049-07,0049-07,ACSM,Coal Surface Mine,ABAND,Abandoned,3,Environmental Impact,20,20 Dry Strip Mine,25,40000,,,16027.437881405,578.621206947787,11011678
806705,0049-08,0049-08,SPOIL,Spoil Area,ABAND,Abandoned,3,Environmental Impact,22,22 Spoil Pile,15,24000,,,23515.096437305,755.023259867795,11011679
806707,0050-02,0050-02,ACSM,Coal Surface Mine,ABAND,Abandoned,3,Environmental Impact,20,20 Dry Strip Mine,0,0,,,130622.07950984,1542.11142907568,11011680
806708,0050-03,0050-03,ACSM,Coal Surface Mine,ABAND,Abandoned,3,Environmental Impact,20,20 Dry Strip Mine,30,16000,,,5840.433970075,336.01688070716,11011681
806709,0050-04,0050-04,SPOIL,Spoil Area,ABAND,Abandoned,3,Environmental Impact,22,22 Spoil Pile,0,16000,,,37369.437101965,777.50662627947,11011682
806710,0050-05,0050-05,ACSM,Coal Surface Mine,ABAND,Abandoned,3,Environmental Impact,20,20 Dry Strip Mine,0,0,,,127413.93657111,1952.6457647528,11011683
806712,0051-01,0051-01,SPOIL,Spoil Area,COM,Reclamation Complete,UNDET,Priority has not been determined,22,22 Spoil Pile,,,,SA,298674.84229547,3306.31176108682,11011684
806713,0052-01,0052-01,ACDM,Coal Deep Mine,ABAND,Abandoned,2,Health or Safety Impact,50,50 Underground Mine Fire,0,0,,UMF,88743.43073354,3200.02585689292,11011685
806714,0052-02,0052-02,ACSM,Coal Surface Mine,ABAND,Abandoned,2,Health or Safety Impact,20,20 Dry Strip Mine,30,75000,,DH,13703.9195167,585.424160434409,11011686
806718,0054-01,0054-01,ACDM,Coal Deep Mine,ABAND,Abandoned,2,Health or Safety Impact,50,50 Underground Mine Fire,0,0,,UMF,86130.53406846,2184.23084940106,11011687
806724,0057-01,0057-01,ACDM,Coal Deep Mine,ABAND,Abandoned,3,Environmental Impact,50,50 Underground Mine Fire,0,0,,,111864.20160714,2008.21199137737,11011688
806727,0058-03,0058-03,ACSM,Coal Surface Mine,COM,Reclamation Complete,2,Health or Safety Impact,20,20 Dry Strip Mine,55,45000,,DH,53543.932404305,1016.11058748467,11011689
806731,0058-07,0058-07,RFSPL,Refuse Pile,COM,Reclamation Complete,3,Environmental Impact,41,41 Refuse Pile,50,8000,,GO,9380.647104645,397.225188255045,11011690
806732,0058-08,0058-08,RFSPL,Refuse Pile,COM,Reclamation Complete,3,Environmental Impact,41,41 Refuse Pile,25,2000,,GO,4567.793167195,254.54605410738,11011691
806733,0058-09,0058-09,RFSPL,Refuse Pile,COM,Reclamation Complete,3,Environmental Impact,41,41 Refuse Pile,25,2000,,GO,2037.81017967,174.151626833265,11011692
806734,0058-10,0058-10,ACSM,Coal Surface Mine,COM,Reclamation Complete,3,Environmental Impact,20,20 Dry Strip Mine,25,25000,,H,17630.62819453,602.236236682617,11011693
806736,0059-01,0059-01,ACSM,Coal Surface Mine,ABAND,Abandoned,3,Environmental Impact,20,20 Dry Strip Mine,15,72000,,,45449.069307885,1743.45051954937,11011694
806739,0059-04,0059-04,ACSM,Coal Surface Mine,ABAND,Abandoned,3,Environmental Impact,20,20 Dry Strip Mine,20,65000,,,27375.99283116,1231.79371652048,11011695
806740,0059-05,0059-05,SPOIL,Spoil Area,ABAND,Abandoned,3,Environmental Impact,22,22 Spoil Pile,15,12000,,,8709.20882966,492.382124504872,11011696
806741,0059-06,0059-06,ACSM,Coal Surface Mine,ABAND,Abandoned,2,Health or Safety Impact,20,20 Dry Strip Mine,40,190000,,DH,75647.8409582,2722.38096464033,11011697
806742,0059-07,0059-07,ACSM,Coal Surface Mine,ABAND,Abandoned,3,Environmental Impact,20,20 Dry Strip Mine,20,58000,,SA,28667.332471275,1147.15075568515,11011698
806743,0059-08,0059-08,ACSM,Coal Surface Mine,ABAND,Abandoned,2,Health or Safety Impact,20,20 Dry Strip Mine,45,40000,,DH,18342.999776805,744.954364211289,11011699
806744,0059-09,0059-09,ACSM,Coal Surface Mine,ABAND,Abandoned,2,Health or Safety Impact,20,20 Dry Strip Mine,45,40000,,DH,15319.19942811,796.739857241559,11011700
806745,0060-01,0060-01,ACSM,Coal Surface Mine,ABAND,Abandoned,3,Environmental Impact,20,20 Dry Strip Mine,25,40000,,,22856.083351915,1134.12380343788,11011701
806746,0061-01,0061-01,ACSM,Coal Surface Mine,ABAND,Abandoned,3,Environmental Impact,20,20 Dry Strip Mine,30,291000,,,124950.137641345,2311.27611486149,11011702
806747,0061-02,0061-02,ACSM,Coal Surface Mine,ABAND,Abandoned,3,Environmental Impact,20,20 Dry Strip Mine,40,473000,,,166204.35214997,2740.24379391603,11011703
806748,0061-03,0061-03,SPOIL,Spoil Area,ABAND,Abandoned,3,Environmental Impact,22,22 Spoil Pile,20,64000,,,43408.264001005,1190.99159240759,11011704
806749,0061-04,0061-04,ACSM,Coal Surface Mine,ABAND,Abandoned,3,Environmental Impact,21,21 Flooded Strip Mine,25,27000,,,8968.7877428,434.304410810824,11011705
