SF_ID,OTHER_ID,SF_NAME,SF_TYPE_CD,SF_TYPE,SF_STATUS_CD,SF_STATUS,SF_PRIORITY_CD,SF_PRIORITY,SF_PROBLEM_CODE,SF_PROBLEM_CODE_DESCRIPTION,HEIGHT_FT,VOLUME_CY,FLOW_GPM,KEYWORDS,SHAPEAREA,SHAPELEN,OBJECTID
824703,3635-02,3635-02,ACSM,Coal Surface Mine,ABAND,Abandoned,UNDET,Priority has not been determined,21,21 Flooded Strip Mine,10,0,,,4226.489619895,235.193769027102,11021920
824704,3635-03,3635-03,ACSM,Coal Surface Mine,COM,Reclamation Complete,1,Extreme Health or Safety Impact,20,20 Dry Strip Mine,30,188000,,DH,25993.469525105,1334.7016272273,11021921
824705,3635-04,3635-04,SPOIL,Spoil Area,ABAND,Abandoned,UNDET,Priority has not been determined,22,22 Spoil Pile,35,64000,,,11721.92000996,532.732038022856,11021922
824706,3635-05,3635-05,SPOIL,Spoil Area,ABAND,Abandoned,UNDET,Priority has not been determined,22,22 Spoil Pile,15,53000,,,17021.604177965,1343.55637231235,11021923
824707,3635-06,3635-06,ACSM,Coal Surface Mine,ABAND,Abandoned,2,Health or Safety Impact,20,20 Dry Strip Mine,35,0,,DH,4482.390972635,431.936409596167,11021924
824708,3636-01,3636-01,ACSM,Coal Surface Mine,ABAND,Abandoned,2,Health or Safety Impact,20,20 Dry Strip Mine,50,40000,,DH,10144.64180865,534.620809183537,11021925
824709,3636-02,3636-02,ACSM,Coal Surface Mine,ABAND,Abandoned,UNDET,Priority has not been determined,20,20 Dry Strip Mine,20,64000,,,17983.08171292,762.292692074047,11021926
824710,3636-03,3636-03,ACSM,Coal Surface Mine,ABAND,Abandoned,2,Health or Safety Impact,20,20 Dry Strip Mine,50,48000,,DH,10709.66513304,560.827847976084,11021927
824711,3636-04,3636-04,ACSM,Coal Surface Mine,ABAND,Abandoned,2,Health or Safety Impact,20,20 Dry Strip Mine,40,48000,,DH,8047.402613885,501.375122040842,11021928
824712,3636-05,3636-05,ACSM,Coal Surface Mine,ABAND,Abandoned,UNDET,Priority has not been determined,20,20 Dry Strip Mine,20,43000,,,5149.11316801,296.880977388487,11021929
824713,3636-06,3636-06,ACSM,Coal Surface Mine,ABAND,Abandoned,2,Health or Safety Impact,21,21 Flooded Strip Mine,60,0,,DH,5428.106402045,317.910298766891,11021930
824714,3636-07,3636-07,ACSM,Coal Surface Mine,ABAND,Abandoned,UNDET,Priority has not been determined,20,20 Dry Strip Mine,30,94000,,,16657.205770025,771.236919505377,11021931
824715,3636-08,3636-08,ACSM,Coal Surface Mine,ABAND,Abandoned,UNDET,Priority has not been determined,20,20 Dry Strip Mine,30,37000,,,6771.055037095,459.507492794903,11021932
824716,3636-09,3636-09,ACSM,Coal Surface Mine,ABAND,Abandoned,UNDET,Priority has not been determined,20,20 Dry Strip Mine,20,56000,,,6614.69616387,384.395432638532,11021933
824717,3636-10,3636-10,ACSM,Coal Surface Mine,ABAND,Abandoned,UNDET,Priority has not been determined,20,20 Dry Strip Mine,30,26000,,,9697.55792074,480.693177568936,11021934
824718,3636-11,3636-11,SPOIL,Spoil Area,ABAND,Abandoned,UNDET,Priority has not been determined,22,22 Spoil Pile,15,48000,,,10044.471807665,565.774900284467,11021935
824719,3636-12,3636-12,SPOIL,Spoil Area,ABAND,Abandoned,UNDET,Priority has not been determined,22,22 Spoil Pile,20,56000,,,14285.904772235,435.754708394982,11021936
824720,3636-13,3636-13,SPOIL,Spoil Area,ABAND,Abandoned,UNDET,Priority has not been determined,22,22 Spoil Pile,20,16000,,,8033.91828653,716.837055116019,11021937
824721,3636-14,3636-14,SPOIL,Spoil Area,ABAND,Abandoned,UNDET,Priority has not been determined,22,22 Spoil Pile,20,16000,,,8386.24324149,731.031188794354,11021938
824722,3636-15,3636-15,SPOIL,Spoil Area,ABAND,Abandoned,UNDET,Priority has not been determined,22,22 Spoil Pile,15,16000,,,3889.7378429,438.139936711141,11021939
824723,3636-16,3636-16,SPOIL,Spoil Area,ABAND,Abandoned,UNDET,Priority has not been determined,22,22 Spoil Pile,15,16000,,,5640.375943905,452.989498044143,11021940
824724,3636-17,3636-17,SPOIL,Spoil Area,ABAND,Abandoned,UNDET,Priority has not been determined,22,22 Spoil Pile,15,10000,,,4876.00155572,295.017420593127,11021941
824725,3636-18,3636-18,SPOIL,Spoil Area,ABAND,Abandoned,UNDET,Priority has not been determined,22,22 Spoil Pile,15,16000,,,5445.521620935,476.470430855557,11021942
824728,3637-01,3637-01,ACSM,Coal Surface Mine,ABAND,Abandoned,UNDET,Priority has not been determined,20,20 Dry Strip Mine,15,104000,,,91388.80925301,1582.19495983261,11021943
824729,3637-02,3637-02,ACSM,Coal Surface Mine,ABAND,Abandoned,2,Health or Safety Impact,20,20 Dry Strip Mine,40,32000,,DH,22758.79878566,656.901213806243,11021944
824730,3637-03,3637-03,ACSM,Coal Surface Mine,ABAND,Abandoned,UNDET,Priority has not been determined,20,20 Dry Strip Mine,20,53000,,,24357.954635255,1028.42718939867,11021945
824731,3637-04,3637-04,RFSPL,Refuse Pile,ABAND,Abandoned,UNDET,Priority has not been determined,41,41 Refuse Pile,20,10000,,,6093.01667722,295.64024492859,11021946
824733,3637-06,3637-06,ACSM,Coal Surface Mine,ABAND,Abandoned,UNDET,Priority has not been determined,20,20 Dry Strip Mine,20,72000,,,16637.416648735,693.531662884127,11021947
824734,3637-07,3637-07,RFSPL,Refuse Pile,ABAND,Abandoned,UNDET,Priority has not been determined,41,41 Refuse Pile,15,32000,,,6362.555859505,545.371158486659,11021948
824735,3637-08,3637-08,RFSPL,Refuse Pile,ABAND,Abandoned,UNDET,Priority has not been determined,41,41 Refuse Pile,15,16000,,,3659.69392095,336.803068343548,11021949
824741,3639-01,3639-01,ACSM,Coal Surface Mine,COM,Reclamation Complete,2,Health or Safety Impact,20,20 Dry Strip Mine,40,53000,,DH,16926.59296826,842.361812231693,11021950
824742,3639-02,3639-02,ACSM,Coal Surface Mine,ABAND,Abandoned,UNDET,Priority has not been determined,21,21 Flooded Strip Mine,15,56000,,PI,23429.616217195,1052.47747781533,11021951
824743,3639-03,3639-03,ACSM,Coal Surface Mine,COM,Reclamation Complete,2,Health or Safety Impact,20,20 Dry Strip Mine,60,80000,,DH,20736.386285405,826.39638408612,11021952
824744,3639-04,3639-04,ACSM,Coal Surface Mine,COM,Reclamation Complete,2,Health or Safety Impact,21,21 Flooded Strip Mine,15,0,,HWB,14224.45166405,558.391597379389,11021953
824745,3639-05,3639-05,ACSM,Coal Surface Mine,COM,Reclamation Complete,2,Health or Safety Impact,21,21 Flooded Strip Mine,40,0,,HWB,4741.294283195,301.356236252868,11021954
824746,3639-06,3639-06,ACSM,Coal Surface Mine,COM,Reclamation Complete,2,Health or Safety Impact,21,21 Flooded Strip Mine,25,0,,HWB,13033.557729235,628.613146344088,11021955
824747,3639-07,3639-07,ACSM,Coal Surface Mine,COM,Reclamation Complete,UNDET,Priority has not been determined,20,20 Dry Strip Mine,20,0,,H,87594.140655125,2007.91512562939,11021956
824748,3639-08,3639-08,ACSM,Coal Surface Mine,ABAND,Abandoned,3,Environmental Impact,20,20 Dry Strip Mine,15,16000,,PI,6870.205308685,390.364055393885,11021957
824749,3639-09,3639-09,ACSM,Coal Surface Mine,ABAND,Abandoned,3,Environmental Impact,20,20 Dry Strip Mine,80,88000,,PI,43541.36466626,1877.97516421268,11021958
824750,3639-10,3639-10,ACSM,Coal Surface Mine,COM,Reclamation Complete,2,Health or Safety Impact,20,20 Dry Strip Mine,55,32000,,DH,10324.202474395,543.555037987714,11021959
824751,3639-11,3639-11,ACSM,Coal Surface Mine,ABAND,Abandoned,3,Environmental Impact,20,20 Dry Strip Mine,75,201000,,PI,41288.99380319,2491.05208313417,11021960
824752,3639-12,3639-12,ACSM,Coal Surface Mine,ABAND,Abandoned,3,Environmental Impact,20,20 Dry Strip Mine,15,24000,,PI,15563.477309955,739.21791750678,11021961
824753,3639-13,3639-13,ACSM,Coal Surface Mine,COM,Reclamation Complete,2,Health or Safety Impact,21,21 Flooded Strip Mine,25,0,,HWB,4490.922063975,246.757084940709,11021962
824754,3639-14,3639-14,ACSM,Coal Surface Mine,ABAND,Abandoned,3,Environmental Impact,20,20 Dry Strip Mine,15,32000,,PI,20990.99058506,819.803440294131,11021963
824755,3639-15,3639-15,ACSM,Coal Surface Mine,ABAND,Abandoned,UNDET,Priority has not been determined,20,20 Dry Strip Mine,0,96000,,,48350.77626397,1633.58903967257,11021964
824756,3639-16,3639-16,ACSM,Coal Surface Mine,ABAND,Abandoned,3,Environmental Impact,20,20 Dry Strip Mine,25,120000,,PI,62635.203556425,2096.60477733849,11021965
824757,3639-17,3639-17,STBSN,Settling Basin,ABAND,Abandoned,3,Environmental Impact,64,64 Coal Processing Settling Basin,0,0,,PI,8578.52601772,359.470924566945,11021966
824763,3640-01,3640-01,ACSM,Coal Surface Mine,ABAND,Abandoned,UNDET,Priority has not been determined,20,20 Dry Strip Mine,20,56000,,,14147.815095895,726.648428293933,11021967
824764,3640-02,3640-02,ACSM,Coal Surface Mine,ABAND,Abandoned,2,Health or Safety Impact,20,20 Dry Strip Mine,100,639000,,DH,77364.406971565,2860.89061346158,11021968
824765,3640-03,3640-03,ACSM,Coal Surface Mine,ABAND,Abandoned,UNDET,Priority has not been determined,20,20 Dry Strip Mine,60,236000,,,51576.518141855,1803.01178691437,11021969
824766,3640-04,3640-04,ACSM,Coal Surface Mine,ABAND,Abandoned,2,Health or Safety Impact,20,20 Dry Strip Mine,100,32000,,DH,45727.002741615,1305.49998911401,11021970
824767,3640-05,3640-05,ACSM,Coal Surface Mine,COM,Reclamation Complete,UNDET,Priority has not been determined,20,20 Dry Strip Mine,0,72000,,,15971.96020717,790.450707591922,11021971
824768,3640-06,3640-06,STBSN,Settling Basin,ABAND,Abandoned,UNDET,Priority has not been determined,64,64 Coal Processing Settling Basin,0,0,,,6421.42376158,300.008525700223,11021972
824769,3640-07,3640-07,SPOIL,Spoil Area,ABAND,Abandoned,UNDET,Priority has not been determined,22,22 Spoil Pile,20,414000,,,97549.577028495,2218.99694910311,11021973
824770,3640-08,3640-08,SPOIL,Spoil Area,ABAND,Abandoned,UNDET,Priority has not been determined,22,22 Spoil Pile,30,72000,,,67639.82447935,2097.68109304994,11021974
824771,3640-09,3640-09,SPOIL,Spoil Area,ABAND,Abandoned,UNDET,Priority has not been determined,22,22 Spoil Pile,15,21000,,,6511.227958955,443.443801090239,11021975
824772,3640-10,3640-10,STBSN,Settling Basin,ABAND,Abandoned,2,Health or Safety Impact,64,64 Coal Processing Settling Basin,40,0,,DH,24048.881403745,702.420117460911,11021976
824773,3640-11,3640-11,ACSM,Coal Surface Mine,ABAND,Abandoned,2,Health or Safety Impact,20,20 Dry Strip Mine,75,40000,,DH,36693.780045705,777.30333109346,11021977
824774,3640-12,3640-12,ACSM,Coal Surface Mine,ABAND,Abandoned,2,Health or Safety Impact,20,20 Dry Strip Mine,40,56000,,DH,46690.946422195,1337.80955439432,11021978
824775,3640-13,3640-13,ACSM,Coal Surface Mine,ABAND,Abandoned,UNDET,Priority has not been determined,20,20 Dry Strip Mine,10,48000,,,71135.468556695,1017.57692808551,11021979
824776,3640-14,3640-14,ACSM,Coal Surface Mine,COM,Reclamation Complete,UNDET,Priority has not been determined,20,20 Dry Strip Mine,0,32000,,,11166.72433036,684.844296447038,11021980
824778,3640-16,3640-16,ACSM,Coal Surface Mine,ABAND,Abandoned,2,Health or Safety Impact,20,20 Dry Strip Mine,,,,DH,7605.55399319,435.471201031733,11021981
824779,3641-01,3641-01,ACSM,Coal Surface Mine,ABAND,Abandoned,2,Health or Safety Impact,20,20 Dry Strip Mine,30,591000,,DH,174039.66483763,3862.30603372379,11021982
824780,3641-02,3641-02,SPOIL,Spoil Area,ABAND,Abandoned,UNDET,Priority has not been determined,22,22 Spoil Pile,20,18000,,,17251.452035145,483.775280484295,11021983
824781,3641-03,3641-03,SPOIL,Spoil Area,ABAND,Abandoned,UNDET,Priority has not been determined,22,22 Spoil Pile,20,169000,,,42435.175658245,1302.59974162723,11021984
824782,3642-01,3642-01,ACSM,Coal Surface Mine,ABAND,Abandoned,UNDET,Priority has not been determined,20,20 Dry Strip Mine,40,2800000,,,1080339.82821301,11282.3809232239,11021985
824783,3642-02,3642-02,ACSM,Coal Surface Mine,ABAND,Abandoned,2,Health or Safety Impact,20,20 Dry Strip Mine,20,64000,,DH,23700.061316605,1030.54591884362,11021986
824784,3642-03,3642-03,ACSM,Coal Surface Mine,ABAND,Abandoned,2,Health or Safety Impact,20,20 Dry Strip Mine,95,559000,,DH,45932.9837972,2179.38220627418,11021987
824785,3642-04,3642-04,ACSM,Coal Surface Mine,ABAND,Abandoned,2,Health or Safety Impact,20,20 Dry Strip Mine,15,43000,,DH,15101.42606702,678.515523952293,11021988
824786,3642-05,3642-05,ACSM,Coal Surface Mine,ABAND,Abandoned,2,Health or Safety Impact,20,20 Dry Strip Mine,40,301000,,"HWB, DH",49963.053015175,1783.73068329342,11021989
824787,3642-06,3642-06,ACSM,Coal Surface Mine,ABAND,Abandoned,2,Health or Safety Impact,20,20 Dry Strip Mine,35,282000,,DH,40420.80151948,1841.07463048666,11021990
824788,3642-07,3642-07,ACSM,Coal Surface Mine,ABAND,Abandoned,2,Health or Safety Impact,20,20 Dry Strip Mine,60,451000,,DH,115688.09485454,3527.22919188086,11021991
824789,3642-08,3642-08,ACSM,Coal Surface Mine,ABAND,Abandoned,UNDET,Priority has not been determined,20,20 Dry Strip Mine,20,64000,,,20908.40366197,911.843747302767,11021992
824790,3642-09,3642-09,ACSM,Coal Surface Mine,ABAND,Abandoned,2,Health or Safety Impact,20,20 Dry Strip Mine,30,107000,,DH,44481.4784945,1562.57214317128,11021993
824791,3642-10,3642-10,ACSM,Coal Surface Mine,ABAND,Abandoned,UNDET,Priority has not been determined,20,20 Dry Strip Mine,50,188000,,,43266.946076305,1660.92482930302,11021994
824792,3642-11,3642-11,ACSM,Coal Surface Mine,ABAND,Abandoned,2,Health or Safety Impact,21,21 Flooded Strip Mine,5,0,,HWB,3900.55619387,253.023843289039,11021995
824793,3642-12,3642-12,STBSN,Settling Basin,ABAND,Abandoned,UNDET,Priority has not been determined,64,64 Coal Processing Settling Basin,5,2000,,,6742.412178855,329.529216474282,11021996
824794,3642-13,3642-13,ACSM,Coal Surface Mine,ABAND,Abandoned,2,Health or Safety Impact,21,21 Flooded Strip Mine,60,0,,DH,10990.248803995,630.228300586794,11021997
824795,3642-14,3642-14,ACSM,Coal Surface Mine,ABAND,Abandoned,2,Health or Safety Impact,20,20 Dry Strip Mine,50,48000,,DH,9233.64176341,533.452619711668,11021998
824796,3642-15,3642-15,SPOIL,Spoil Area,ABAND,Abandoned,UNDET,Priority has not been determined,22,22 Spoil Pile,30,64000,,,14439.448069265,492.04352491517,11021999
824797,3642-16,3642-16,ACSM,Coal Surface Mine,COM,Reclamation Complete,UNDET,Priority has not been determined,20,20 Dry Strip Mine,30,241000,,,59852.22046442,2558.16678604897,11022000
824807,3642-26,3642-26,ACSM,Coal Surface Mine,ABAND,Abandoned,2,Health or Safety Impact,20,20 Dry Strip Mine,65,0,,DH,10184.84454631,406.712102973486,11022001
824808,3642-27,3642-27,ACSM,Coal Surface Mine,ABAND,Abandoned,2,Health or Safety Impact,20,20 Dry Strip Mine,30,0,,DH,9730.23061752,448.53835932571,11022002
824809,3642-28,3642-28,ACSM,Coal Surface Mine,ABAND,Abandoned,UNDET,Priority has not been determined,20,20 Dry Strip Mine,,,,DH,21820.95165294,630.637122788238,11022003
824810,3643-01,3643-01,ACSM,Coal Surface Mine,ABAND,Abandoned,2,Health or Safety Impact,20,20 Dry Strip Mine,70,236000,,DH,42718.5228456,1789.51721355294,11022004
824811,3643-02,3643-02,ACSM,Coal Surface Mine,ABAND,Abandoned,2,Health or Safety Impact,21,21 Flooded Strip Mine,20,0,,"HWB, DH",11671.97470882,507.622360959126,11022005
824812,3643-03,3643-03,ACSM,Coal Surface Mine,ABAND,Abandoned,2,Health or Safety Impact,21,21 Flooded Strip Mine,40,0,,HWB,3225.27788651,221.758834185225,11022006
824813,3643-04,3643-04,ACSM,Coal Surface Mine,ABAND,Abandoned,2,Health or Safety Impact,20,20 Dry Strip Mine,50,107000,,"HWB, DH",36106.78510041,1346.65304636177,11022007
824814,3643-05,3643-05,ACSM,Coal Surface Mine,ABAND,Abandoned,2,Health or Safety Impact,20,20 Dry Strip Mine,50,43000,,HWB,17558.81960039,862.339255253521,11022008
824815,3643-06,3643-06,ACSM,Coal Surface Mine,ABAND,Abandoned,UNDET,Priority has not been determined,21,21 Flooded Strip Mine,40,0,,HWB,5170.699048135,332.563621533849,11022009
824816,3643-07,3643-07,ACSM,Coal Surface Mine,ABAND,Abandoned,UNDET,Priority has not been determined,21,21 Flooded Strip Mine,20,0,,HWB,4692.872892165,278.920171889813,11022010
824817,3643-08,3643-08,ACSM,Coal Surface Mine,ABAND,Abandoned,2,Health or Safety Impact,21,21 Flooded Strip Mine,30,0,,"HWB, DH",66384.631394925,2915.07765065261,11022011
824818,3643-09,3643-09,SPOIL,Spoil Area,ABAND,Abandoned,UNDET,Priority has not been determined,22,22 Spoil Pile,20,21000,,,8844.262047405,623.554416655706,11022012
824819,3643-10,3643-10,SPOIL,Spoil Area,ABAND,Abandoned,UNDET,Priority has not been determined,22,22 Spoil Pile,25,24000,,,12375.012725485,734.449730195864,11022013
824820,3643-11,3643-11,SPOIL,Spoil Area,ABAND,Abandoned,UNDET,Priority has not been determined,22,22 Spoil Pile,35,131000,,,45480.53836487,2871.68308260472,11022014
824821,3643-12,3643-12,SPOIL,Spoil Area,ABAND,Abandoned,UNDET,Priority has not been determined,22,22 Spoil Pile,20,21000,,,7885.212921155,508.423395499572,11022015
824822,3643-13,3643-13,ACSM,Coal Surface Mine,ABAND,Abandoned,2,Health or Safety Impact,20,20 Dry Strip Mine,50,48000,,DH,17972.209718985,658.582772360471,11022016
824824,3643-15,3643-15,ACSM,Coal Surface Mine,ABAND,Abandoned,2,Health or Safety Impact,20,20 Dry Strip Mine,25,0,,DH,3812.492700175,260.337287241568,11022017
824825,3644-01,3644-01,ACSM,Coal Surface Mine,ABAND,Abandoned,UNDET,Priority has not been determined,20,20 Dry Strip Mine,25,75000,,,25686.87168389,1009.98824363407,11022018
824826,3644-02,3644-02,ACSM,Coal Surface Mine,ABAND,Abandoned,UNDET,Priority has not been determined,20,20 Dry Strip Mine,20,107000,,,32390.618168795,1258.93623209585,11022019
824827,3644-03,3644-03,ACSM,Coal Surface Mine,ABAND,Abandoned,UNDET,Priority has not been determined,20,20 Dry Strip Mine,25,56000,,,10689.352362125,556.723931331551,11022020
824828,3644-04,3644-04,ACSM,Coal Surface Mine,ABAND,Abandoned,2,Health or Safety Impact,20,20 Dry Strip Mine,0,0,,DH,22143.967556635,1064.1502192442,11022021
824829,3644-05,3644-05,ACSM,Coal Surface Mine,ABAND,Abandoned,UNDET,Priority has not been determined,20,20 Dry Strip Mine,25,53000,,,13622.825051955,519.412703327426,11022022
824830,3644-06,3644-06,ACSM,Coal Surface Mine,COM,Reclamation Complete,UNDET,Priority has not been determined,20,20 Dry Strip Mine,0,0,,,8674.071296465,442.917795346544,11022023
824831,3644-07,3644-07,ACSM,Coal Surface Mine,ABAND,Abandoned,2,Health or Safety Impact,20,20 Dry Strip Mine,30,258000,,DH,61787.56761821,2522.74579412452,11022024
824832,3644-08,3644-08,ACSM,Coal Surface Mine,ABAND,Abandoned,UNDET,Priority has not been determined,20,20 Dry Strip Mine,15,290000,,,153260.219763985,4119.14696430829,11022025
824833,3644-09,3644-09,SPOIL,Spoil Area,ABAND,Abandoned,UNDET,Priority has not been determined,22,22 Spoil Pile,15,16000,,,6944.94888714,471.584121150136,11022026
824834,3644-10,3644-10,SPOIL,Spoil Area,ABAND,Abandoned,UNDET,Priority has not been determined,22,22 Spoil Pile,20,21000,,,7114.6755896,505.375761797175,11022027
824835,3644-11,3644-11,SPOIL,Spoil Area,ABAND,Abandoned,UNDET,Priority has not been determined,22,22 Spoil Pile,20,16000,,,7242.821711255,542.493143298143,11022028
824836,3644-12,3644-12,ACSM,Coal Surface Mine,ABAND,Abandoned,UNDET,Priority has not been determined,21,21 Flooded Strip Mine,25,0,,,5820.5680143,337.357315963781,11022029
824837,3644-13,3644-13,ACSM,Coal Surface Mine,ABAND,Abandoned,UNDET,Priority has not been determined,20,20 Dry Strip Mine,25,40000,,,11349.10255329,536.666417359982,11022030
824838,3645-01,3645-01,ACSM,Coal Surface Mine,COM,Reclamation Complete,UNDET,Priority has not been determined,20,20 Dry Strip Mine,0,0,,,25373.79390246,951.995680792016,11022031
824839,3645-02,3645-02,ACSM,Coal Surface Mine,ABAND,Abandoned,2,Health or Safety Impact,20,20 Dry Strip Mine,50,112000,,DH,36658.115670725,1232.33205599245,11022032
824840,3645-03,3645-03,ACSM,Coal Surface Mine,ABAND,Abandoned,UNDET,Priority has not been determined,20,20 Dry Strip Mine,25,241000,,,88461.40600219,3104.13569892582,11022033
824841,3645-04,3645-04,ACSM,Coal Surface Mine,ABAND,Abandoned,2,Health or Safety Impact,20,20 Dry Strip Mine,30,172000,,HWB,29325.099886155,1284.52225009781,11022034
824842,3645-05,3645-05,ACSM,Coal Surface Mine,ABAND,Abandoned,2,Health or Safety Impact,20,20 Dry Strip Mine,80,241000,,"HWB, DH",29956.50028539,1637.08542903209,11022035
824843,3645-06,3645-06,ACSM,Coal Surface Mine,ABAND,Abandoned,2,Health or Safety Impact,21,21 Flooded Strip Mine,40,0,,"HWB, DH",7081.331980705,380.763680908365,11022036
824844,3645-07,3645-07,ACSM,Coal Surface Mine,ABAND,Abandoned,2,Health or Safety Impact,21,21 Flooded Strip Mine,50,0,,"HWB, DH",19424.18342371,793.410464097192,11022037
824845,3645-08,3645-08,ACSM,Coal Surface Mine,ABAND,Abandoned,2,Health or Safety Impact,21,21 Flooded Strip Mine,15,0,,HWB,21310.242251045,883.784607920376,11022038
824846,3645-09,3645-09,ACSM,Coal Surface Mine,ABAND,Abandoned,2,Health or Safety Impact,21,21 Flooded Strip Mine,35,0,,HWB,4640.464889805,347.661188562996,11022039
824847,3645-10,3645-10,ACSM,Coal Surface Mine,ABAND,Abandoned,2,Health or Safety Impact,21,21 Flooded Strip Mine,20,0,,HWB,10782.50592143,537.064602183575,11022040
824848,3645-11,3645-11,SPOIL,Spoil Area,ABAND,Abandoned,UNDET,Priority has not been determined,22,22 Spoil Pile,25,0,,,18035.47183409,977.083955826032,11022041
824849,3645-12,3645-12,SPOIL,Spoil Area,ABAND,Abandoned,UNDET,Priority has not been determined,22,22 Spoil Pile,20,32000,,,18537.70828415,806.338377793797,11022042
824850,3645-13,3645-13,SPOIL,Spoil Area,ABAND,Abandoned,UNDET,Priority has not been determined,22,22 Spoil Pile,20,8000,,,10063.499697635,579.329815455223,11022043
824851,3645-14,3645-14,SPOIL,Spoil Area,ABAND,Abandoned,UNDET,Priority has not been determined,22,22 Spoil Pile,15,8000,,,10577.55181227,603.454678144893,11022044
824852,3645-15,3645-15,SPOIL,Spoil Area,ABAND,Abandoned,UNDET,Priority has not been determined,22,22 Spoil Pile,20,56000,,,21749.947877815,1189.32271005283,11022045
824853,3645-16,3645-16,SPOIL,Spoil Area,ABAND,Abandoned,UNDET,Priority has not been determined,22,22 Spoil Pile,20,26000,,,10991.744179965,610.987784066577,11022046
824854,3645-17,3645-17,SPOIL,Spoil Area,ABAND,Abandoned,UNDET,Priority has not been determined,22,22 Spoil Pile,15,16000,,,14901.93850535,1264.21760126331,11022047
824856,3646-01,3646-01,ACSM,Coal Surface Mine,ABAND,Abandoned,2,Health or Safety Impact,20,20 Dry Strip Mine,20,24000,,"IRW, HWB",10651.50167513,536.28131887607,11022048
824857,3646-02,3646-02,ACSM,Coal Surface Mine,ABAND,Abandoned,2,Health or Safety Impact,20,20 Dry Strip Mine,20,8000,,DH,5839.410407065,382.614233079269,11022049
824858,3646-03,3646-03,ACSM,Coal Surface Mine,ABAND,Abandoned,UNDET,Priority has not been determined,20,20 Dry Strip Mine,20,8000,,,5794.06744957,337.896861419125,11022050
824859,3646-04,3646-04,ACSM,Coal Surface Mine,ABAND,Abandoned,UNDET,Priority has not been determined,20,20 Dry Strip Mine,25,8000,,,4793.02283531,306.973541302288,11022051
824860,3646-05,3646-05,ACSM,Coal Surface Mine,ABAND,Abandoned,2,Health or Safety Impact,20,20 Dry Strip Mine,40,10000,,DH,5071.504419635,299.044364680904,11022052
824861,3646-06,3646-06,ACSM,Coal Surface Mine,ABAND,Abandoned,2,Health or Safety Impact,20,20 Dry Strip Mine,30,188000,,HWB,38572.07333896,1679.07475381419,11022053
824862,3646-07,3646-07,ACSM,Coal Surface Mine,ABAND,Abandoned,2,Health or Safety Impact,20,20 Dry Strip Mine,40,56000,,"VO, DH",14614.780487785,633.949153990771,11022054
824863,3646-08,3646-08,ACSM,Coal Surface Mine,ABAND,Abandoned,UNDET,Priority has not been determined,20,20 Dry Strip Mine,35,16000,,,6583.624773985,371.455821167275,11022055
824864,3646-09,3646-09,ACSM,Coal Surface Mine,ABAND,Abandoned,UNDET,Priority has not been determined,20,20 Dry Strip Mine,30,16000,,,5219.29460674,329.713045260476,11022056
824865,3646-10,3646-10,ACSM,Coal Surface Mine,ABAND,Abandoned,2,Health or Safety Impact,21,21 Flooded Strip Mine,30,0,,"HWB, DH",18504.70864397,1165.13268808147,11022057
824866,3646-11,3646-11,SPOIL,Spoil Area,ABAND,Abandoned,UNDET,Priority has not been determined,22,22 Spoil Pile,15,24000,,,21422.829297275,1612.70292510095,11022058
824869,3647-01,3647-01,ACSM,Coal Surface Mine,ABAND,Abandoned,3,Environmental Impact,21,21 Flooded Strip Mine,15,0,,PI,2753.258489935,208.840861767046,11022059
824870,3647-02,3647-02,ACSM,Coal Surface Mine,ABAND,Abandoned,2,Health or Safety Impact,21,21 Flooded Strip Mine,25,0,,DH,8597.993087795,416.19771503716,11022060
824871,3647-03,3647-03,SPOIL,Spoil Area,ABAND,Abandoned,3,Environmental Impact,22,22 Spoil Pile,30,32000,,SA,15432.49891391,541.574229637656,11022061
824872,3647-04,3647-04,ACSM,Coal Surface Mine,ABAND,Abandoned,2,Health or Safety Impact,20,20 Dry Strip Mine,60,0,,DH,22786.18108451,899.833347572289,11022062
824873,3647-05,3647-05,SPOIL,Spoil Area,ABAND,Abandoned,3,Environmental Impact,22,22 Spoil Pile,30,354000,,SA,126436.281729275,1527.04820924958,11022063
824874,3647-06,3647-06,STBSN,Settling Basin,COM,Reclamation Complete,3,Environmental Impact,64,64 Coal Processing Settling Basin,15,0,,WA,33968.87589335,842.638501388982,11022064
824875,3647-07,3647-07,STBSN,Settling Basin,COM,Reclamation Complete,3,Environmental Impact,64,64 Coal Processing Settling Basin,15,0,,WA,16253.570899105,465.19292234636,11022065
824876,3647-08,3647-08,STBSN,Settling Basin,ABAND,Abandoned,3,Environmental Impact,64,64 Coal Processing Settling Basin,15,0,,WA,10012.37880257,402.118794899587,11022066
824877,3647-09,3647-09,STBSN,Settling Basin,ABAND,Abandoned,3,Environmental Impact,64,64 Coal Processing Settling Basin,15,72000,,SL,63708.979025275,1064.98439550429,11022067
824878,3647-10,3647-10,ACSM,Coal Surface Mine,ABAND,Abandoned,3,Environmental Impact,20,20 Dry Strip Mine,25,188000,,SL,82967.6135531,1881.04093385569,11022068
824879,3647-11,3647-11,SPOIL,Spoil Area,ABAND,Abandoned,3,Environmental Impact,22,22 Spoil Pile,30,112000,,SA,50832.47803568,964.559550875226,11022069
